Comentario_Limpio;Categoria_N1;Categoria_N2;Categoria_N3;Sentimiento;Palabras;Usa_Exclusiones
me ahora tiempo;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;3;Sí
todo;noespecifica;Sin categoría N2;Sin categoría N3;neutral;1;Sí
me gustaria saber como eliminar las transferencias a terceros;seguridad;movimientos no reconocidos;Sin categoría N3;neutral;9;Sí
no tengo adelanto de sueldo;otros;prestamos;Sin categoría N3;neutral;5;Sí
no me pudo ayudar al cambiar el pago total por dirigir pago de una cuota ya que por error page al monot totald e la tarjeta de credito;otros;bloqueo de cuenta;Sin categoría N3;negativo;28;Sí
no se puede hacer algunas operaciones sin el token y las comisiones del inter plaza son elevadas;funcionalidad;token;Sin categoría N3;neutral;17;Sí
no me aprueban credito o tarjeta de credito;otros;prestamos;no califican;neutral;8;Sí
uno la app se lentea ha tal caso que uno duda si a sido clonado la app uds deben de generar centinelas que bloqueen app fraudulentas referidos al bcp;funcionalidad;inestabilidad;lentitud;neutral;29;Sí
no puedo pagar mis servicios desde mi banca movil;funcionalidad;operaciones;no puede realizar monetarias;neutral;9;Sí
en todo;noespecifica;Sin categoría N2;Sin categoría N3;neutral;2;Sí
se me realizo una llamada hoy a las 1226 y se corto la llamada y no me dieron la informacion completa;otros;informacion;falta de informacion;neutral;21;Sí
cobro dos veces el monto y no se refleja el pago en la empresa;funcionalidad;operaciones;Sin categoría N3;neutral;14;Sí
capacitar sus trabajadores;noespecifica;Sin categoría N2;Sin categoría N3;neutral;3;Sí
para mejorar lo q tienen q hacer es dejar de enganar e ilusionar a los clientes x q para q le mandan a uno publicidades de prestamos y de tarjetas de creditos y hasta hacen q uno llene un formulario con un monton de datos ya la final no dan ni credito ni tarjetas de creditos es decir siempre es un engano;otros;prestamos;no hay campanas;neutral;62;Sí
no puedo pasar a cuotas una compra que realice en monark se supone que son sin intereses y no figura;funcionalidad;limite transaccional;Sin categoría N3;neutral;20;Sí
en la sede angelica gamarra mala atencion del personal en ventanilla;otros;agencias;atencion;negativo;11;Sí
personal;otros;agencias;Sin categoría N3;neutral;1;Sí
en caso de seguridad y los promociones;seguridad;prevencion de fraudes;Sin categoría N3;neutral;7;Sí
no me permite acceder a la tarjeta de credito;otros;prestamos;Sin categoría N3;neutral;9;Sí
tengo una cuenta en soles y otra en dolares no puedo realizar pagos en soles desde aplicaciones ya que se cobra siempre con la cuenta en dolares y no procesa el pago no se como hacer para que siempre se cobre todo desde la cuenta soles en caso no se pueda tendria que anular la cuenta dolares;funcionalidad;operaciones;no puede realizar no especificado;neutral;57;Sí
ma intuitivo;diseno;amigable;Sin categoría N3;neutral;2;Sí
sus empleados son unos incapaces no son empaticos;otros;agencias;capacidad de solucion;neutral;8;Sí
no deja hacer pagos por qr sale que hay una falla;funcionalidad;inestabilidad;Sin categoría N3;negativo;11;Sí
poder cambiar con facilidad las claves en linea;funcionalidad;login;Sin categoría N3;neutral;8;Sí
los intereses del adelanto de sueldo esta muy alto deberian de reducir mucho mas los intereses;funcionalidad;limite transaccional;Sin categoría N3;neutral;16;Sí
quedaron en darme un prestamo en ando y apesar que ya cumpli con mis retos no me han dado mi tarjeta;otros;prestamos;no hay campanas;neutral;21;Sí
la gestion de los codigos de acceso;funcionalidad;token;Sin categoría N3;neutral;7;Sí
tambien se debe usar las tarjetas debito para compras sin restricciones como la compra de pasajes en latam;funcionalidad;detalle de movimiento;Sin categoría N3;neutral;18;Sí
martes en la noche s366 no fue aceitado en el niubiz del municipio de santa anita pago de arbitrios 2025 me esta afectando y en el reporte aparece como debitado a esa institucion pero el municipio reclama que no recibieron el pago completo;funcionalidad;operaciones;no puede realizar consultas;neutral;43;Sí
en mi caso no me permite realizar los adelanto de suelto;funcionalidad;operaciones;Sin categoría N3;neutral;11;Sí
mejorar en la facilidad de la aplicacionnonfunciona;diseno;Sin categoría N2;Sin categoría N3;neutral;7;Sí
en todo;noespecifica;Sin categoría N2;Sin categoría N3;neutral;2;Sí
tener que retirar mas cantidades de dinero en los cajeros;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;10;Sí
realizar mas permanente la orientacion a la clientela;funcionalidad;operaciones;Sin categoría N3;neutral;8;Sí
no puedo acceder amis cuentas si no le pongo patron al telefono es tedioso;funcionalidad;login;no puede ingresar;negativo;14;Sí
que sea mas amigable es decir los accesos sea mas facil de acceder;diseno;favoritos;Sin categoría N3;neutral;13;Sí
la peor plataforma online que existe a cada rato se cae justo cuando uno tiene que hacer un pago importante y luego quien asume las comisiones de ese pago no realizado a tiempo nada confiables y encima pretenden que confiemos en su nuevo invento sendsei debe ser otro bodrio que no funciona;funcionalidad;inestabilidad;caida de sistema;negativo;52;Sí
ser mas versatil y hay veces no se puede ingresar;funcionalidad;login;no puede ingresar;neutral;10;Sí
son unos hijos de puta;noespecifica;Sin categoría N2;Sin categoría N3;neutral;5;Sí
los depositos que recibes no cuentas con nombre del depositario;otros;cajero;Sin categoría N3;neutral;10;Sí
hay muchos errores y no me deja inicoar sesion y vi q a varios de mis familiares les ocurria este problema y al querer ingresar me dice q si fallo tres veces se bloqueara mi tarjeta;funcionalidad;login;no puede ingresar;negativo;36;Sí
a que ustedes se transfirieron 1299 en 2 dias seguido a sus cuentas de bcp;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;15;Sí
en la atencion hacia el cliente;otros;reclamos;Sin categoría N3;neutral;6;Sí
mayor detalle de las operaciones;funcionalidad;operaciones;no puede realizar consultas;neutral;5;Sí
la aplicacion no funciono ese dia que cayo yape plin y encima el aplicativo del bcp casi me ponen a lavar platos en el lugar que almuerzo porque no tenia efectivo y si deberia llevar efectivo en casos de emergencia porque el mayor error que cometi fue confiar en llevar todo mi dinero en billeteras electronicas que siempre saben fallar en momentos que mas se necesitan pesimo todo;funcionalidad;inestabilidad;caida de sistema;negativo;68;Sí
errores con token digital;funcionalidad;token;Sin categoría N3;neutral;4;Sí
control contra estafas;seguridad;movimientos no reconocidos;Sin categoría N3;neutral;3;Sí
se cuelga la pagina cuando intentas confirmar una pregunta;funcionalidad;inestabilidad;Sin categoría N3;neutral;9;Sí
no cambien las aplicaciones complican la vida a las personas porque ya sabes manejar el app y la cambian entonces confunden la inducen a error lo bueno no se cambia;otros;bloqueo de cuenta;Sin categoría N3;neutral;30;Sí
mas que mejorar el aplicativo deberian mejorar sus procesos ustedes son el unico banco que ofrece transferencias gratis pero cobran las comisiones y luego de varios dias las devuelven ademas su cruce de productos es malo practicamente me obligan a transferir todas mis remuneraciones hacia otros bancos para pagar consumos de tc y prestamo porque no califico para una tc con ustedes;otros;prestamos;no hay campanas;neutral;62;Sí
en brindar la informacion correcta;otros;informacion;falta de informacion;neutral;5;Sí
uno tiene una cuenta de ahorro en bcp el giro a otra persona debe ser gratis;otros;agencias;Sin categoría N3;neutral;16;Sí
deberia ser rapido como la cuenta de ahorros;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;8;Sí
mejorar ui;diseno;Sin categoría N2;Sin categoría N3;positivo;2;Sí
no poner identificacion facial como opcion al momento de crear la contrasena digital ya que siempre sale error;funcionalidad;operaciones;no puede realizar no especificado;negativo;18;Sí
baja tus intereses;tarifas;comision;Sin categoría N3;neutral;3;Sí
no se lograba escuchar bien al asesor a;otros;agencias;Sin categoría N3;neutral;8;Sí
cuando intento pagar por codigo qr via pos siempre tengo un mensaje de error diciendo que no lo ha podido escanear y lo vuelva a intentar;funcionalidad;inestabilidad;Sin categoría N3;negativo;26;Sí
las transferencias digitales;funcionalidad;operaciones;Sin categoría N3;neutral;3;Sí
no hacer el cobro obligatorio por seguridad debe ser voluntario;seguridad;prevencion de fraudes;Sin categoría N3;neutral;10;Sí
aumentar mas ventanillas hay demasiado cola;otros;agencias;Sin categoría N3;neutral;6;Sí
mas conocimiento en las informaciones para los clientes;seguridad;movimientos no reconocidos;Sin categoría N3;neutral;8;Sí
me dijeron que me iban a dar un credito si paga mi seguro al dia ya nada pienso que es mentira;otros;prestamos;Sin categoría N3;neutral;21;Sí
no hice ninguna transferencia;funcionalidad;operaciones;Sin categoría N3;neutral;4;Sí
asesoramiento del personal;otros;agencias;Sin categoría N3;neutral;3;Sí
el acceso debe ser mediante face id igual que en yape e io;funcionalidad;login;Sin categoría N3;neutral;13;Sí
siendo cliente y pagando prestamo de 2300 soles mensual y te cobran itf es un malestar de mi parte e incluso cuando haces una transferencia muy mal q no estes considerado en nada pero para pago de l prestamo uno tiene q estar puntual si no figuras como moroso;otros;prestamos;no hay campanas;negativo;49;Sí
en seleccionar bien a su personal;otros;agencias;Sin categoría N3;neutral;6;Sí
k llegue todas la facturas del pago k realizo mediante yape;funcionalidad;operaciones;Sin categoría N3;neutral;11;Sí
que yape no se congele y nos deje votados;funcionalidad;operaciones;Sin categoría N3;neutral;9;Sí
no hay promociones de credito;otros;prestamos;no hay campanas;neutral;5;Sí
en entender alos clientes que no conocen mucho de este sistema y resolver sus dudas no cerrarse como robot;funcionalidad;inestabilidad;Sin categoría N3;neutral;19;Sí
que no salga el mensaje tenemos un inconveniente pero trabajos en ello y si uno necesita hacer una transferencia urgente que pasa;funcionalidad;notificaciones;Sin categoría N3;neutral;22;Sí
no hacer esperar mucho tiempo al cliente;otros;agencias;tiempo de espera;neutral;7;Sí
la activacion de token digital no se puede realizar por medio de mi celular cada vez que ingreso al app aparece un mensaje que sale error de activacion;funcionalidad;token;no funciona;negativo;28;Sí
perdi mi dinero en mi cuenta de ahorro en dolares y jamas me dieron una solucion son un desastre su atencion y su forma de trabajar muy pesimo con sus clientes;funcionalidad;Sin categoría N2;Sin categoría N3;negativo;31;Sí
haganlo mas facilhay opciones que no puedes pagardice error;funcionalidad;inestabilidad;Sin categoría N3;negativo;9;Sí
en todo;noespecifica;Sin categoría N2;Sin categoría N3;neutral;2;Sí
no solucionaron mi problema me robaron 500 y no me quieren reconocer yo pago por error digital de ustedes quedaron en llamarme en darme respuesta y hasta el momento ninguno estafa;seguridad;fraudes;Sin categoría N3;negativo;31;Sí
recomiendo al bcp no hostigar al usuario con llamadas que uno contesta y al toque se bloquea;seguridad;bloqueo de cuenta;Sin categoría N3;neutral;17;Sí
me descontaron dos veces un pago;funcionalidad;operaciones;Sin categoría N3;neutral;6;Sí
hace poco intente pagar en una app de pedidos con mi tarjeta del cual se cobro el monto pero no se realizo el pedido luego me contacte con atencion al cliente en el chat en wsp de bcp me dijeron que problemas asi visa automaticamente haria una devolucion en menos de un mes lo que quisiera que mejoren es en que a problemas como este mandar algun correo de que se esta dando un seguimiento al problema para poder estar al tanto;funcionalidad;constancias;no llega;negativo;82;Sí
las tarjetas plasticas se deteriora rapido hay que estar cambiando pronto;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;11;Sí
fue horrible intentar hacer transferencia una y otra y otra vez salia error una pesadilla;funcionalidad;inestabilidad;Sin categoría N3;negativo;15;Sí
darle solucion a los errores con mas brevedad ya que estuve 2 dias esperando para hacer una transferencia porque me salia un error;funcionalidad;inestabilidad;Sin categoría N3;negativo;23;Sí
en las devoluciones sigo esperando que me devuelvan un monto de un pedido en el cual pedi reembolso y hasta ahora el banco no me devuelve el dinero;tarifas;comision;Sin categoría N3;neutral;28;Sí
no solucionan las dudas;noespecifica;Sin categoría N2;Sin categoría N3;neutral;4;Sí
very bad other you say in contracto other in praxis;otros;Sin categoría N2;Sin categoría N3;neutral;10;Sí
escribieron mal mi nombre;diseno;Sin categoría N2;Sin categoría N3;negativo;4;Sí
son 3 d que intento pagar en luz del sur y aparece el mensaje no hemos podido procesar su operacion;funcionalidad;constancias;Sin categoría N3;neutral;20;Sí
kiero un prestamo;otros;prestamos;no hay campanas;neutral;3;Sí
n9 cobrar membresia anual;funcionalidad;Sin categoría N2;Sin categoría N3;neutral;4;Sí
en el personal que atiende que no nos dejen en espera cuando se le hace una consulta mucho tiempo;otros;agencias;tiempo de espera;neutral;19;Sí
ordenar a sus ejecutivos que respondan las llamadas de sus clientes;diseno;ubicacion de funcionalidades;Sin categoría N3;neutral;11;Sí
no entendia lo que escribi;noespecifica;Sin categoría N2;Sin categoría N3;neutral;5;Sí
es una mierda su banca uds han permitido que me roben de mi cuenta y ahora uds me descuentan ese robo sin unos hijos de puta;funcionalidad;limite transaccional;Sin categoría N3;neutral;26;Sí
senores han pasado 9 dias que quiero hacer un pase a cuotas de mi tarjeta de credito ningun medio que cuentan como la central atienden y ya me facturaron un consumo que quiero tenerlo en cuotas un pesimo servicio;otros;prestamos;Sin categoría N3;negativo;39;Sí
todo no me gusto para nada;otros;comentarios genericos;Sin categoría N3;neutral;6;Sí
deberian incorporar la opcion de actualizar tu estado de cuenta y que los movimientos tambien se actualicen sin necesidad de tener que cerrar y abrir sesion para poder ver las ultimas operaciones realizadas;funcionalidad;operaciones;no puede realizar servicing;neutral;33;Sí
